时间戳,WT1仿真可用出力（MW）,WT2仿真可用出力（MW）,WT3仿真可用出力（MW）,WT4仿真可用出力（MW）,WT5仿真可用出力（MW）,WT6仿真可用出力（MW）
2025-08-04 02:30:00,223.87,415.77,102.92,259.87,376.13,107.36
2025-08-04 02:45:00,345.93,414.86,94.12,244.72,368.29,138.03
2025-08-04 03:00:00,289.74,408.56,109.66,174.56,427.90,222.77
2025-08-04 03:15:00,162.24,415.32,114.35,166.70,389.47,151.84
2025-08-04 03:30:00,82.18,375.23,107.90,214.97,323.57,178.67
2025-08-04 03:45:00,86.71,384.23,110.84,260.43,265.13,125.38
2025-08-04 04:00:00,82.18,380.63,102.92,260.99,250.23,84.74
2025-08-04 04:15:00,81.57,410.36,119.93,202.62,262.78,112.73
2025-08-04 04:30:00,64.96,425.68,83.27,217.77,293.77,58.28
2025-08-04 04:45:00,87.92,450.00,83.57,207.11,445.16,82.05
2025-08-04 05:00:00,93.66,454.50,99.40,264.92,229.44,129.98
2025-08-04 05:15:00,77.04,474.77,91.19,234.61,290.24,193.24
2025-08-04 05:30:00,81.27,479.73,90.60,223.39,321.22,157.97
2025-08-04 05:45:00,82.48,466.67,85.91,193.08,188.26,184.43
2025-08-04 06:00:00,84.29,400.90,71.84,154.91,112.96,172.16
2025-08-04 06:15:00,88.52,406.76,72.72,150.42,97.66,164.87
2025-08-04 06:30:00,91.24,271.62,62.16,157.72,32.16,165.64
2025-08-04 06:45:00,71.00,157.66,75.65,149.30,363.19,226.22
2025-08-04 07:00:00,57.10,200.00,69.79,159.40,466.34,219.32
2025-08-04 07:15:00,55.59,213.51,69.20,149.86,414.18,157.59
2025-08-04 07:30:00,49.85,52.70,69.20,125.16,226.70,74.77
2025-08-04 07:45:00,60.42,4.05,80.34,124.04,12.94,42.94
2025-08-04 08:00:00,49.25,18.47,81.51,99.91,43.54,32.21
2025-08-04 08:15:00,39.28,13.96,48.38,99.35,18.04,19.94
2025-08-04 08:30:00,37.16,14.86,50.73,71.84,106.68,46.39
2025-08-04 08:45:00,44.11,11.71,51.61,67.35,78.44,51.38
2025-08-04 09:00:00,20.85,8.56,81.81,60.06,18.43,78.22
2025-08-04 09:15:00,18.43,10.36,97.06,53.88,17.65,90.49
2025-08-04 09:30:00,15.71,24.77,84.45,66.23,7.45,77.83
2025-08-04 09:45:00,16.01,32.43,89.72,68.48,16.87,74.38
2025-08-04 10:00:00,9.97,41.89,105.56,43.22,0.00,70.55
2025-08-04 10:15:00,16.92,48.65,78.29,47.71,0.00,61.35
2025-08-04 10:30:00,7.86,42.79,56.88,39.29,0.00,62.88
2025-08-04 10:45:00,1.51,27.93,43.69,26.38,0.00,82.82
2025-08-04 11:00:00,1.21,19.37,48.38,22.45,0.00,78.60
2025-08-04 11:15:00,1.21,12.16,44.86,34.80,0.00,63.26
2025-08-04 11:30:00,0.30,1.35,56.00,43.78,0.00,69.78
2025-08-04 11:45:00,0.30,0.00,41.05,35.92,0.00,40.64
2025-08-04 12:00:00,12.99,2.25,54.83,42.66,0.00,34.51
2025-08-04 12:15:00,17.83,0.90,63.04,21.33,0.00,34.89
2025-08-04 12:30:00,26.59,12.61,75.06,24.13,0.00,60.58
2025-08-04 12:45:00,42.90,33.33,66.56,25.82,0.00,60.20
2025-08-04 13:00:00,48.64,37.39,37.53,27.50,0.00,63.65
2025-08-04 13:15:00,59.82,45.05,37.53,22.45,0.00,63.65
2025-08-04 13:30:00,65.86,59.91,32.84,44.34,0.00,79.37
2025-08-04 13:45:00,113.30,59.91,28.74,26.38,0.00,54.83
2025-08-04 14:00:00,132.33,77.03,12.02,25.26,0.00,61.73
2025-08-04 14:15:00,155.90,89.64,39.88,23.01,0.00,60.20
2025-08-04 14:30:00,159.22,102.25,53.07,10.66,0.00,68.25
2025-08-04 14:45:00,149.85,125.23,111.72,49.95,0.00,77.83
2025-08-04 15:00:00,159.52,126.58,188.83,36.48,0.00,62.88
2025-08-04 15:15:00,161.64,154.50,237.80,25.26,0.00,61.73
2025-08-04 15:30:00,176.74,145.95,255.69,66.79,0.00,48.69
2025-08-04 15:45:00,170.10,131.53,300.26,42.66,0.00,44.86
2025-08-04 16:00:00,135.65,165.32,322.83,33.12,0.00,41.03
2025-08-04 16:15:00,153.48,187.39,328.40,88.12,0.00,31.82
2025-08-04 16:30:00,145.93,206.31,348.05,127.41,0.00,42.18
2025-08-04 16:45:00,145.32,185.14,315.50,86.44,0.00,42.18
2025-08-04 17:00:00,117.22,212.16,319.31,131.34,0.00,44.09
2025-08-04 17:15:00,140.49,238.74,306.71,108.33,0.00,48.31
2025-08-04 17:30:00,143.51,241.89,314.92,210.48,3.92,58.66
2025-08-04 17:45:00,114.50,289.64,245.13,236.86,1.96,47.16
2025-08-04 18:00:00,138.67,293.69,300.26,475.96,12.16,62.50
2025-08-04 18:15:00,142.00,312.16,222.55,466.98,21.57,62.88
2025-08-04 18:30:00,130.52,329.28,172.41,489.99,21.96,60.20
2025-08-04 18:45:00,128.40,371.17,162.15,489.43,23.14,69.40
2025-08-04 19:00:00,151.97,394.59,236.63,423.20,34.91,96.62
2025-08-04 19:15:00,164.36,406.76,215.52,309.82,34.51,113.11
2025-08-04 19:30:00,203.03,401.80,200.27,258.19,35.30,116.94
2025-08-04 19:45:00,263.15,415.77,179.45,268.85,39.22,138.03
2025-08-04 20:00:00,304.84,393.24,145.14,294.11,50.20,149.15
2025-08-04 20:15:00,294.87,402.25,78.58,389.52,60.79,162.19
2025-08-04 20:30:00,291.55,418.47,61.28,405.80,73.74,160.65
2025-08-04 20:45:00,294.87,437.84,56.59,404.12,82.76,215.87
2025-08-04 21:00:00,283.39,477.93,47.21,458.56,97.27,270.31
2025-08-04 21:15:00,290.34,459.01,63.34,501.22,127.86,347.00
2025-08-04 21:30:00,346.23,454.05,79.46,475.40,138.06,361.18
2025-08-04 21:45:00,368.59,443.69,45.45,465.30,158.85,381.89
2025-08-04 22:00:00,371.61,435.59,36.65,453.51,137.67,407.58
2025-08-04 22:15:00,354.09,425.68,41.05,424.88,105.11,411.80
2025-08-04 22:30:00,385.81,434.68,58.64,405.24,74.13,397.23
2025-08-04 22:45:00,394.57,434.23,34.60,379.98,73.34,365.02
2025-08-04 23:00:00,387.93,444.14,27.86,320.49,71.38,360.03
2025-08-04 23:15:00,391.25,434.23,36.65,262.12,71.38,364.63
2025-08-04 23:30:00,343.82,442.79,36.95,247.52,36.48,291.40
2025-08-04 23:45:00,308.17,439.64,36.95,244.72,31.38,297.92
2025-08-05 00:00:00,316.32,437.39,39.29,264.36,18.43,309.42
2025-08-05 00:15:00,274.03,437.84,63.04,240.23,12.55,328.98
2025-08-05 00:30:00,279.46,440.54,75.94,228.44,10.98,294.08
2025-08-05 00:45:00,271.00,443.69,71.84,235.74,7.06,329.74
2025-08-05 01:00:00,267.68,417.57,50.73,221.14,14.51,320.92
2025-08-05 01:15:00,292.46,423.87,51.61,198.69,18.04,277.21
2025-08-05 01:30:00,316.63,447.75,58.64,179.05,18.04,221.62
2025-08-05 01:45:00,415.42,427.93,58.64,188.59,19.61,181.74
2025-08-05 02:00:00,384.60,453.15,62.46,159.40,25.89,195.93
2025-08-05 02:15:00,383.09,447.30,74.18,185.22,33.34,236.57
2025-08-05 02:30:00,404.54,449.10,73.01,176.80,50.20,205.90
2025-08-05 02:45:00,386.11,453.60,62.46,222.83,52.56,248.07
2025-08-05 03:00:00,291.55,446.40,49.85,222.26,37.26,287.57
2025-08-05 03:15:00,274.63,444.14,53.07,211.60,34.12,284.50
2025-08-05 03:30:00,267.68,437.84,46.04,181.29,37.26,279.90
2025-08-05 03:45:00,256.80,422.97,38.12,172.87,28.24,286.80
2025-08-05 04:00:00,218.74,431.98,34.01,133.02,26.28,312.49
2025-08-05 04:15:00,244.12,440.09,33.43,97.10,27.85,254.59
2025-08-05 04:30:00,225.38,424.32,35.48,93.17,27.06,253.44
2025-08-05 04:45:00,232.94,442.34,29.62,118.99,24.71,202.45
2025-08-05 05:00:00,248.95,459.01,27.27,143.69,23.53,157.20
2025-08-05 05:15:00,251.97,442.34,29.62,174.56,29.42,179.44
2025-08-05 05:30:00,214.81,456.31,17.89,211.04,31.38,226.22
2025-08-05 05:45:00,217.53,438.74,14.07,217.77,30.20,195.55
2025-08-05 06:00:00,238.68,416.22,15.83,190.27,25.10,162.19
2025-08-05 06:15:00,254.69,364.86,16.71,148.74,28.63,188.64
2025-08-05 06:30:00,302.12,222.97,13.49,145.93,25.89,151.07
2025-08-05 06:45:00,379.16,104.50,7.33,150.98,42.36,138.42
2025-08-05 07:00:00,286.11,132.88,2.64,139.76,48.24,208.58
2025-08-05 07:15:00,269.80,254.05,2.64,160.52,40.79,190.56
2025-08-05 07:30:00,277.05,314.86,0.00,155.47,23.53,206.66
2025-08-05 07:45:00,267.68,289.64,0.00,112.82,14.12,171.01
2025-08-05 08:00:00,247.14,223.87,0.00,108.33,14.90,157.59
2025-08-05 08:15:00,246.83,188.74,0.00,93.17,19.61,145.70
2025-08-05 08:30:00,244.42,210.81,0.00,69.60,37.65,158.35
2025-08-05 08:45:00,251.97,218.47,0.00,78.58,40.40,152.22
2025-08-05 09:00:00,286.11,217.57,0.00,83.63,4.31,156.05
2025-08-05 09:15:00,335.05,218.02,0.00,83.07,0.00,148.38
2025-08-05 09:30:00,364.36,218.02,0.00,83.07,3.92,147.62
2025-08-05 09:45:00,395.18,217.57,0.00,81.38,7.45,146.08
2025-08-05 10:00:00,390.04,218.47,0.88,61.74,0.00,152.99
2025-08-05 10:15:00,411.49,218.02,8.50,63.99,0.00,167.94
2025-08-05 10:30:00,389.74,217.57,5.86,74.65,3.14,176.76
2025-08-05 10:45:00,362.55,304.50,9.97,76.33,1.18,171.01
2025-08-05 11:00:00,337.77,352.70,5.86,67.91,0.00,172.92
2025-08-05 11:15:00,364.96,313.51,0.88,34.80,0.00,154.90
2025-08-05 11:30:00,379.77,310.36,0.00,29.75,0.00,138.03
2025-08-05 11:45:00,353.79,301.35,0.00,41.53,0.00,152.22
2025-08-05 12:00:00,340.49,264.86,0.00,67.35,0.00,148.77
2025-08-05 12:15:00,355.60,207.21,3.81,68.48,0.39,140.72
2025-08-05 12:30:00,358.62,177.93,14.07,99.91,0.39,112.34
2025-08-05 12:45:00,341.10,173.42,28.15,76.33,1.18,129.60
2025-08-05 13:00:00,333.24,138.74,57.18,49.95,4.31,141.87
2025-08-05 13:15:00,345.63,194.59,99.69,48.27,3.53,185.58
2025-08-05 13:30:00,315.42,212.61,103.21,55.00,4.31,184.43
2025-08-05 13:45:00,321.76,225.68,94.71,55.00,11.77,180.59
2025-08-05 14:00:00,310.58,224.77,115.23,51.08,10.59,163.72
2025-08-05 14:15:00,306.05,212.61,154.23,70.72,14.90,161.04
2025-08-05 14:30:00,266.47,226.58,143.38,83.07,12.94,155.29
2025-08-05 14:45:00,271.91,251.80,139.28,86.44,11.77,166.41
2025-08-05 15:00:00,309.07,223.42,75.06,75.77,16.47,139.57
2025-08-05 15:15:00,248.65,221.62,29.91,104.40,12.16,170.24
2025-08-05 15:30:00,243.81,211.26,7.62,87.00,18.43,211.65
2025-08-05 15:45:00,292.76,194.14,0.00,270.53,26.28,238.87
2025-08-05 16:00:00,251.06,216.67,17.30,190.83,24.32,225.84
2025-08-05 16:15:00,277.35,210.81,112.60,200.38,23.53,223.15
2025-08-05 16:30:00,234.75,222.52,129.02,229.56,31.38,182.89
2025-08-05 16:45:00,269.49,201.80,129.90,190.83,40.01,173.69
2025-08-05 17:00:00,291.85,209.01,147.20,147.62,49.03,200.53
2025-08-05 17:15:00,289.43,208.11,155.99,202.62,62.36,189.03
2025-08-05 17:30:00,245.32,172.07,173.00,264.36,57.66,182.13
2025-08-05 17:45:00,238.38,189.64,148.95,214.41,53.73,195.16
2025-08-05 18:00:00,230.22,154.50,127.84,514.13,70.99,267.63
2025-08-05 18:15:00,232.33,157.66,112.30,571.94,69.42,266.09
2025-08-05 18:30:00,200.91,130.63,159.80,548.37,62.36,285.65
2025-08-05 18:45:00,197.29,127.48,178.86,562.96,78.83,285.27
2025-08-05 19:00:00,212.39,171.62,201.73,506.83,67.85,308.65
2025-08-05 19:15:00,193.36,163.96,191.76,396.82,74.13,253.83
2025-08-05 19:30:00,198.19,159.01,176.22,384.47,81.97,323.99
2025-08-05 19:45:00,194.87,135.14,127.84,308.14,96.48,364.63
2025-08-05 20:00:00,180.37,101.35,104.09,230.12,94.52,416.01
2025-08-05 20:15:00,164.36,85.59,96.18,235.17,108.64,440.94
2025-08-05 20:30:00,192.45,180.63,94.42,221.14,122.76,479.28
2025-08-05 20:45:00,234.45,328.83,82.39,241.35,135.31,481.19
2025-08-05 21:00:00,335.36,458.11,74.18,256.50,148.65,506.12
2025-08-05 21:15:00,351.97,442.34,75.65,260.99,163.55,527.97
2025-08-05 21:30:00,349.56,443.24,60.11,323.86,189.44,531.42
2025-08-05 21:45:00,369.19,441.44,55.12,324.98,188.26,572.83
2025-08-05 22:00:00,357.11,440.54,53.37,340.13,183.55,602.74
2025-08-05 22:15:00,383.39,425.23,41.64,410.29,160.81,619.99
2025-08-05 22:30:00,384.00,430.18,44.57,374.37,156.88,669.45
2025-08-05 22:45:00,382.49,387.84,68.32,301.97,146.69,671.76
2025-08-05 23:00:00,366.78,404.50,68.91,305.33,157.28,698.59
2025-08-05 23:15:00,444.42,384.68,49.26,285.13,172.97,699.36
2025-08-05 23:30:00,475.24,390.54,68.03,265.48,193.75,689.39
2025-08-05 23:45:00,501.83,387.84,61.28,344.62,216.89,641.46
2025-08-06 00:00:00,496.99,391.44,59.23,373.25,199.64,644.15
2025-08-06 00:15:00,483.70,392.79,74.48,342.38,187.08,642.62
2025-08-06 00:30:00,456.81,406.31,69.79,317.12,198.85,608.49
2025-08-06 00:45:00,441.40,406.31,78.29,308.14,218.46,615.01
2025-08-06 01:00:00,462.85,403.15,75.65,287.93,200.03,608.87
2025-08-06 01:15:00,425.69,410.36,73.30,284.57,176.50,579.73
2025-08-06 01:30:00,384.91,417.57,60.11,293.55,195.71,552.13
2025-08-06 01:45:00,339.89,412.16,43.40,290.74,216.11,550.98
2025-08-06 02:00:00,345.93,388.29,46.91,333.96,317.30,554.43
2025-08-06 02:15:00,354.39,388.74,50.43,300.84,348.68,562.48
2025-08-06 02:30:00,369.80,393.24,57.47,264.92,238.46,544.08
2025-08-06 02:45:00,374.33,391.89,48.09,253.70,211.40,495.76
2025-08-06 03:00:00,408.17,391.89,47.79,198.13,203.17,416.40
2025-08-06 03:15:00,362.55,408.56,44.57,229.56,205.91,423.30
2025-08-06 03:30:00,395.48,418.02,44.28,245.28,211.79,439.02
2025-08-06 03:45:00,458.02,410.36,50.43,278.39,196.11,438.25
2025-08-06 04:00:00,383.70,406.31,60.40,269.97,237.68,446.30
2025-08-06 04:15:00,329.62,421.17,59.52,282.32,280.82,450.90
2025-08-06 04:30:00,330.82,411.71,57.76,287.37,277.29,421.38
2025-08-06 04:45:00,351.37,425.23,63.34,281.76,270.23,375.75
2025-08-06 05:00:00,416.63,424.77,41.34,232.93,261.61,393.01
2025-08-06 05:15:00,452.58,417.12,41.34,205.43,263.96,440.17
2025-08-06 05:30:00,419.04,421.62,34.60,286.81,260.04,443.62
2025-08-06 05:45:00,411.49,406.31,24.34,265.48,218.07,406.81
2025-08-06 06:00:00,424.79,415.32,28.44,300.84,176.89,381.12
2025-08-06 06:15:00,420.25,409.46,25.51,284.57,146.69,341.25
2025-08-06 06:30:00,419.35,365.32,44.86,264.92,131.78,294.85
2025-08-06 06:45:00,442.31,363.06,36.36,293.55,109.03,323.22
2025-08-06 07:00:00,409.38,397.30,25.80,288.50,103.15,319.77
2025-08-06 07:15:00,420.25,390.54,22.58,296.91,87.86,324.76
2025-08-06 07:30:00,403.64,381.08,28.44,328.91,69.03,302.90
2025-08-06 07:45:00,351.07,299.55,37.53,315.44,58.44,281.82
2025-08-06 08:00:00,244.12,261.71,40.17,278.95,52.95,221.23
2025-08-06 08:15:00,212.39,275.68,33.13,202.62,31.77,160.65
2025-08-06 08:30:00,197.89,268.92,11.73,130.78,18.83,190.56
2025-08-06 08:45:00,187.32,256.31,5.57,112.25,12.16,206.28
2025-08-06 09:00:00,214.21,237.84,18.77,129.09,6.28,242.71
2025-08-06 09:15:00,213.90,236.49,45.74,125.16,0.00,303.67
2025-08-06 09:30:00,258.32,253.15,53.07,94.29,0.00,343.93
2025-08-06 09:45:00,345.93,222.97,54.25,97.10,0.00,411.41
2025-08-06 10:00:00,387.93,220.72,58.94,90.93,0.00,383.81
2025-08-06 10:15:00,384.30,231.98,59.52,90.93,9.02,337.79
2025-08-06 10:30:00,410.59,185.59,55.12,80.26,23.92,368.09
2025-08-06 10:45:00,381.58,167.57,33.13,78.02,25.89,386.11
2025-08-06 11:00:00,313.00,172.97,24.92,136.95,24.71,357.73
2025-08-06 11:15:00,285.81,143.24,6.16,139.76,24.71,295.62
2025-08-06 11:30:00,253.18,117.12,0.00,140.88,24.71,254.59
2025-08-06 11:45:00,196.68,109.46,0.00,124.60,20.39,255.36
2025-08-06 12:00:00,166.77,118.92,0.00,99.91,14.90,257.28
2025-08-06 12:15:00,159.22,119.82,11.14,95.98,12.16,251.14
2025-08-06 12:30:00,167.07,105.86,17.59,66.79,14.51,233.50
2025-08-06 12:45:00,196.38,68.92,22.28,61.18,13.34,225.45
2025-08-06 13:00:00,212.09,75.23,33.43,53.32,14.51,237.72
2025-08-06 13:15:00,235.05,52.25,41.64,76.89,12.94,287.18
2025-08-06 13:30:00,245.32,52.70,70.67,57.25,14.51,317.09
2025-08-06 13:45:00,199.10,39.64,147.20,36.48,9.02,254.98
2025-08-06 14:00:00,246.83,24.32,175.64,62.86,11.37,240.41
2025-08-06 14:15:00,198.19,17.57,158.92,68.48,17.65,309.42
2025-08-06 14:30:00,182.48,4.95,178.57,66.79,11.77,252.68
2025-08-06 14:45:00,198.19,0.00,174.76,42.10,4.31,216.25
2025-08-06 15:00:00,150.76,0.45,186.19,74.09,0.00,285.65
2025-08-06 15:15:00,196.68,0.45,236.92,95.42,0.78,247.69
2025-08-06 15:30:00,194.87,0.00,257.15,94.29,0.00,284.12
2025-08-06 15:45:00,208.16,0.00,232.52,127.41,0.00,235.80
2025-08-06 16:00:00,212.09,0.00,239.85,152.11,0.00,268.40
2025-08-06 16:15:00,204.84,0.00,292.05,251.45,1.57,299.45
2025-08-06 16:30:00,168.89,7.21,370.63,205.99,0.00,299.07
2025-08-06 16:45:00,190.04,3.60,373.85,135.83,0.00,265.71
2025-08-06 17:00:00,192.75,2.70,397.31,260.99,1.96,264.94
2025-08-06 17:15:00,218.74,0.00,377.96,223.39,12.16,302.14
2025-08-06 17:30:00,219.34,0.00,344.24,258.19,28.63,292.55
2025-08-06 17:45:00,197.59,0.00,329.58,241.91,38.44,373.45
2025-08-06 18:00:00,233.24,0.00,341.01,202.62,42.75,325.53
2025-08-06 18:15:00,248.65,0.00,355.38,282.32,58.44,372.30
2025-08-06 18:30:00,222.36,0.00,338.08,301.40,80.01,391.47
2025-08-06 18:45:00,229.01,0.00,304.07,505.71,92.17,356.97
2025-08-06 19:00:00,233.24,0.00,254.81,551.17,114.92,350.83
2025-08-06 19:15:00,218.74,2.70,238.97,541.07,113.35,307.50
2025-08-06 19:30:00,196.08,11.71,237.51,545.00,100.01,221.62
2025-08-06 19:45:00,182.18,18.47,220.21,541.07,90.60,197.46
2025-08-06 20:00:00,206.05,18.92,241.32,547.80,94.52,225.84
2025-08-06 20:15:00,194.27,29.73,245.42,551.17,100.41,377.29
2025-08-06 20:30:00,186.41,71.17,219.33,537.70,95.31,460.11
2025-08-06 20:45:00,193.36,173.42,170.65,542.19,109.43,460.11
2025-08-06 21:00:00,208.47,363.06,162.15,542.19,109.43,495.00
2025-08-06 21:15:00,223.87,428.83,131.65,543.31,114.13,470.46
2025-08-06 21:30:00,250.16,430.18,122.86,552.86,125.90,507.27
2025-08-06 21:45:00,334.15,439.64,136.35,535.46,144.33,587.79
2025-08-06 22:00:00,391.85,439.64,123.74,521.99,170.22,616.16
2025-08-06 22:15:00,332.03,439.64,116.41,528.16,208.26,641.85
2025-08-06 22:30:00,376.45,429.28,123.44,528.16,240.82,672.91
2025-08-06 22:45:00,382.19,431.08,123.15,488.87,287.49,653.35
2025-08-06 23:00:00,381.88,416.22,114.94,444.53,329.07,692.08
2025-08-06 23:15:00,411.49,420.72,112.30,470.91,332.20,655.65
2025-08-06 23:30:00,427.50,406.76,119.63,420.96,346.32,612.32
2025-08-06 23:45:00,412.40,413.06,128.43,436.11,345.54,574.75
2025-08-07 00:00:00,387.93,404.05,121.69,485.50,377.70,578.97
2025-08-07 00:15:00,386.42,409.91,129.90,495.61,320.44,587.79
2025-08-07 00:30:00,384.00,409.91,108.20,445.65,333.77,637.25
2025-08-07 00:45:00,346.54,400.45,98.52,392.89,362.01,673.67
2025-08-07 01:00:00,384.91,387.39,140.45,368.20,334.56,655.65
2025-08-07 01:15:00,395.48,413.06,160.68,284.57,297.69,672.52
2025-08-07 01:30:00,392.16,418.47,170.65,290.74,365.93,639.16
2025-08-07 01:45:00,357.41,408.11,164.50,266.61,395.74,629.20
2025-08-07 02:00:00,342.91,409.01,164.20,268.85,358.87,667.54
2025-08-07 02:15:00,287.62,402.25,146.61,269.41,330.63,719.30
2025-08-07 02:30:00,270.70,392.79,105.85,225.63,340.05,744.61
2025-08-07 02:45:00,291.55,389.19,89.72,253.70,360.44,735.79
2025-08-07 03:00:00,308.17,390.54,74.18,293.55,341.22,742.69
2025-08-07 03:15:00,268.89,397.75,70.96,315.44,330.63,709.71
2025-08-07 03:30:00,315.42,395.95,70.67,253.13,304.36,727.73
2025-08-07 03:45:00,366.48,403.15,56.59,218.90,256.90,728.50
2025-08-07 04:00:00,309.68,397.75,47.79,210.48,238.07,724.28
2025-08-07 04:15:00,327.80,389.64,48.97,176.24,257.68,718.15
2025-08-07 04:30:00,271.31,406.31,53.95,191.96,239.25,700.51
2025-08-07 04:45:00,251.97,400.90,64.51,206.55,209.05,672.14
2025-08-07 05:00:00,220.85,363.06,66.85,189.15,209.05,642.23
2025-08-07 05:15:00,219.64,281.98,61.28,177.36,205.52,579.73
2025-08-07 05:30:00,184.30,290.54,49.55,189.15,207.48,454.36
2025-08-07 05:45:00,157.41,306.76,38.70,166.14,209.83,328.21
2025-08-07 06:00:00,149.25,268.02,32.84,139.76,212.97,305.20
2025-08-07 06:15:00,118.73,241.44,25.51,143.12,206.70,280.66
2025-08-07 06:30:00,133.24,246.40,29.91,190.83,166.30,264.56
2025-08-07 06:45:00,151.97,292.34,41.64,207.67,151.00,280.28
2025-08-07 07:00:00,120.25,345.50,44.57,246.96,145.12,325.53
2025-08-07 07:15:00,161.94,358.11,30.20,286.25,120.80,301.37
2025-08-07 07:30:00,139.28,384.23,13.78,211.60,120.02,253.06
2025-08-07 07:45:00,127.80,360.81,14.07,207.67,101.58,262.26
2025-08-07 08:00:00,97.59,359.91,24.34,185.22,89.82,218.17
2025-08-07 08:15:00,91.85,339.19,21.99,222.83,77.27,185.58
2025-08-07 08:30:00,92.45,331.08,18.47,240.23,50.60,162.57
2025-08-07 08:45:00,73.11,271.17,22.28,243.59,42.36,143.78
2025-08-07 09:00:00,50.76,259.01,41.05,262.68,38.04,148.77
2025-08-07 09:15:00,50.76,283.33,47.79,230.12,30.59,143.02
2025-08-07 09:30:00,98.49,241.89,54.25,246.40,22.75,207.43
2025-08-07 09:45:00,117.22,239.64,65.39,236.30,16.87,190.18
2025-08-07 10:00:00,133.84,231.53,61.28,239.66,14.90,206.66
2025-08-07 10:15:00,136.86,222.07,37.53,198.13,12.55,189.03
2025-08-07 10:30:00,147.74,202.70,65.68,226.75,9.02,256.89
2025-08-07 10:45:00,169.49,195.50,72.13,239.10,11.37,261.49
2025-08-07 11:00:00,159.82,196.85,63.92,242.47,10.98,275.30
2025-08-07 11:15:00,141.39,167.57,65.09,193.64,9.02,307.89
2025-08-07 11:30:00,134.44,240.54,82.39,231.25,11.37,362.72
2025-08-07 11:45:00,151.06,243.24,73.89,212.16,12.16,364.25
2025-08-07 12:00:00,148.04,222.97,112.30,204.87,23.14,307.50
2025-08-07 12:15:00,158.92,200.00,100.57,288.50,25.49,346.61
2025-08-07 12:30:00,167.98,206.31,117.87,261.55,32.55,336.26
2025-08-07 12:45:00,142.00,221.62,153.35,318.24,44.71,304.05
2025-08-07 13:00:00,144.41,257.21,194.70,273.34,43.54,307.50
2025-08-07 13:15:00,175.84,224.77,187.07,211.04,49.03,299.07
2025-08-07 13:30:00,215.72,194.59,226.36,212.16,55.69,259.58
2025-08-07 13:45:00,208.77,165.32,254.51,243.03,46.28,272.23
2025-08-07 14:00:00,203.63,166.67,280.02,266.61,41.18,273.00
2025-08-07 14:15:00,201.21,201.80,352.74,318.80,23.53,298.30
2025-08-07 14:30:00,223.27,218.02,321.66,313.19,22.75,233.89
2025-08-07 14:45:00,231.12,239.64,341.01,267.73,20.39,250.76
2025-08-07 15:00:00,228.10,212.16,358.31,240.23,32.55,241.56
2025-08-07 15:15:00,229.61,181.98,353.33,254.82,14.51,240.41
2025-08-07 15:30:00,229.61,223.42,325.47,311.51,30.20,281.43
2025-08-07 15:45:00,249.55,221.62,328.70,318.80,23.14,308.65
2025-08-07 16:00:00,238.98,225.23,368.87,301.40,22.36,386.87
2025-08-07 16:15:00,242.00,288.29,406.11,284.00,20.79,366.55
2025-08-07 16:30:00,215.72,253.60,375.32,250.89,27.45,337.03
2025-08-07 16:45:00,241.09,273.42,372.68,267.73,28.63,340.48
2025-08-07 17:00:00,230.82,272.97,330.16,350.80,37.65,346.61
2025-08-07 17:15:00,212.69,244.59,278.85,286.81,37.65,364.63
2025-08-07 17:30:00,208.16,246.85,242.49,262.12,39.61,376.52
2025-08-07 17:45:00,206.95,227.03,233.69,330.59,35.69,309.80
2025-08-07 18:00:00,193.06,267.57,212.88,336.76,21.18,378.05
2025-08-07 18:15:00,206.65,268.47,253.93,320.49,41.18,391.86
2025-08-07 18:30:00,187.62,279.73,233.69,278.95,32.95,409.88
2025-08-07 18:45:00,194.57,264.41,259.20,310.95,35.69,365.40
2025-08-07 19:00:00,214.81,272.52,238.97,298.60,41.97,352.36
2025-08-07 19:15:00,232.94,280.63,232.52,396.26,43.93,291.78
2025-08-07 19:30:00,227.20,281.98,239.56,394.58,52.95,274.91
2025-08-07 19:45:00,228.71,283.33,186.19,372.12,62.36,294.08
2025-08-07 20:00:00,200.31,285.14,193.23,310.38,73.74,294.47
2025-08-07 20:15:00,192.45,341.89,168.89,335.08,63.15,299.84
2025-08-07 20:30:00,176.14,400.45,177.10,336.20,74.52,336.26
2025-08-07 20:45:00,197.89,440.99,168.60,341.82,94.92,395.69
2025-08-07 21:00:00,194.87,450.90,146.32,399.63,96.48,466.24
2025-08-07 21:15:00,206.65,408.56,142.50,404.12,127.86,530.66
2025-08-07 21:30:00,210.58,404.50,120.51,353.60,174.14,571.68
2025-08-07 21:45:00,228.41,381.53,142.50,420.39,210.23,573.98
2025-08-07 22:00:00,207.86,374.77,153.65,423.76,237.29,602.36
2025-08-07 22:15:00,215.11,370.27,173.29,445.09,265.53,618.08
2025-08-07 22:30:00,272.82,409.46,159.51,440.04,265.92,601.59
2025-08-07 22:45:00,294.27,409.01,138.99,478.77,310.24,578.58
2025-08-07 23:00:00,278.26,416.22,131.65,543.88,333.38,572.45
2025-08-07 23:15:00,294.57,435.59,130.19,556.22,399.27,515.70
2025-08-07 23:30:00,316.32,436.49,120.81,568.01,390.64,512.64
2025-08-07 23:45:00,301.82,428.38,104.68,496.17,384.37,559.41
2025-08-08 00:00:00,341.10,427.48,101.75,459.68,385.94,617.69
